Nivel,Fecha y hora,Origen,Id. del evento,Categoría de la tarea
Información,18/11/2024 15:12:03,Windows Error Reporting,1001,Ninguno,"Depósito con errores 1766359317290759307, tipo 5
Nombre de evento: crashpad_log
Respuesta: No disponible
Identificador de archivo .cab: 0

Firma del problema:
P1: MicrosoftEdgeUpdate.exe
P2: 1.3.195.35
P3: PostOOBEDiagnostics_4
P4: 0x80040827
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Archivos adjuntos:
\\?\C:\ProgramData\Microsoft\EdgeUpdate\Log\MicrosoftEdgeUpdate.log
\\?\C:\Windows\TEMP\msedge_installer.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.57b45a88-fc2b-4213-92c2-9ee5f01d8d36.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e132cd9a-d95f-4a3a-9470-016920a4f27d.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.835aac89-9649-4cc4-8746-6224e590387b.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.2615b4ad-0f8a-4384-8514-2ac6b10e6a43.tmp.txt

Es posible que estos archivos estén disponibles aquí:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_MicrosoftEdgeUpd_f26c81455f639878049876c8cb326f0bc21b547_00000000_07af4e1d-bc98-4c2b-8fd6-d70343088509

Símbolo de análisis: 
Nueva búsqueda de una solución: 0
Id. de informe: 07af4e1d-bc98-4c2b-8fd6-d70343088509
Estado del informe: 268435456
Depósito con algoritmo hash: eee2612637694ee418835e70c4d1348b
GUID de archivo .cab: 0"
Información,18/11/2024 15:11:55,Soda PDF Desktop 14,0,Ninguno,La operación se completó correctamente. 
Información,18/11/2024 15:11:30,Microsoft-Windows-WMI,5617,Ninguno,Los subsistemas del servicio Instrumental de administración de Windows se inicializaron correctamente
Información,18/11/2024 15:11:23,Microsoft-Windows-Winlogon,6000,Ninguno,El suscriptor de notificaciones winlogon <SessionEnv> no estaba disponible para controlar un evento de notificación.
Información,18/11/2024 15:11:18,Microsoft-Windows-Winlogon,6003,Ninguno,El suscriptor de notificaciones winlogon <SessionEnv> no estaba disponible para controlar un evento de notificación crítico.
Información,18/11/2024 15:11:15,Microsoft-Windows-WMI,5611,Ninguno,El servicio Instrumental de administración de Windows detectó un cierre del sistema incoherente.
Información,18/11/2024 15:11:13,Microsoft-Windows-Security-SPP,902,Ninguno,"Se inició el servicio de protección de software.
10.0.20348.587"
Información,18/11/2024 15:11:13,Microsoft-Windows-Security-SPP,1037,Ninguno,Tiempo de licencia con límite de tiempo que queda: validity horas 257651 minutos.
Información,18/11/2024 15:11:13,Microsoft-Windows-Security-SPP,1003,Ninguno,"El servicio de protección de software completó la comprobación del estado de licencias.
Id. de aplicación=55c92734-d682-4d71-983e-d6ec3f16059f
Estado de licencias=
1: 1d02774d-66ab-4c57-8b14-e254fdce09d4, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)( 9 0x00000000 180 257651)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]

"
Información,18/11/2024 15:11:13,Microsoft-Windows-Security-SPP,1066,Ninguno,"Estado de inicialización para objetos de servicio.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
"
Información,18/11/2024 15:11:13,Microsoft-Windows-Security-SPP,16394,Ninguno,La migración de nivel inferior sin conexión se realizó correctamente.
Error,18/11/2024 15:11:11,BvSshServer,4097,Ninguno,"event
  time: 2024-11-18 15:11:11.074468 +0100
  app: BvSshServer 9.39
  type: Error
  name: E_SERVICE_SOCKET_NOT_BOUND
  desc: Listening socket could not be bound.
  parameters
    listenAddress: [::]:22
    service: SSH
  result
    type: WinApi
    operation: bind() in ListeningSocket::StartListening()
    code: 10048
    message: Solo se permite un uso de cada dirección de socket (protocolo/dirección de red/puerto)
  help
    message:
      This indicates that another service on this machine may be listening on the same port. Configure either Bitvise SSH Server or the other service to listen on a different port, or deactivate or uninstall the conflicting service.
"
Error,18/11/2024 15:11:11,BvSshServer,4097,Ninguno,"event
  time: 2024-11-18 15:11:10.982938 +0100
  app: BvSshServer 9.39
  type: Error
  name: E_SERVICE_SOCKET_NOT_BOUND
  desc: Listening socket could not be bound.
  parameters
    listenAddress: 0.0.0.0:22
    service: SSH
  result
    type: WinApi
    operation: bind() in ListeningSocket::StartListening()
    code: 10048
    message: Solo se permite un uso de cada dirección de socket (protocolo/dirección de red/puerto)
  help
    message:
      This indicates that another service on this machine may be listening on the same port. Configure either Bitvise SSH Server or the other service to listen on a different port, or deactivate or uninstall the conflicting service.
"
Información,18/11/2024 15:11:07,Microsoft-Windows-WMI,5615,Ninguno,El servicio Instrumental de administración de Windows se inició correctamente
Información,18/11/2024 15:11:08,Microsoft-Windows-Security-SPP,900,Ninguno,"Se está iniciando el servicio de protección de software.
Parámetros:TriggerStarted:6"
Información,18/11/2024 15:11:07,tvnserver,257,Ninguno,Service has been started successfully
Advertencia,18/11/2024 15:11:07,EvntAgnt,3007,Ninguno,Error al abrir el archivo de registro de evento State. No se procesará el registro. El código devuelto desde OpenEventLog es 87.
Advertencia,18/11/2024 15:11:07,EvntAgnt,3007,Ninguno,Error al abrir el archivo de registro de evento Parameters. No se procesará el registro. El código devuelto desde OpenEventLog es 87.
Error,18/11/2024 15:11:05,VSS,8193,Ninguno,"Error del Servicio de instantáneas de volumen: error inesperado al llamar a la rutina RegOpenKeyExW(-2147483646,SYSTEM\CurrentControlSet\Services\VSS\Diag,...). HR = 0x80070005, Acceso denegado.
. 

Operación:
   Inicializando el escritor

Contexto:
   Id. de clase del escritor: {e8132975-6f93-4464-a53e-1050253ae220}
   Nombre del escritor: System Writer
   Id. de instancia del escritor: {fb216ebd-a505-42f2-8237-528a37a5919d}"
Información,18/11/2024 15:10:59,Microsoft-Windows-User Profiles Service,1531,Ninguno,"El Servicio de perfiles de usuario se ha iniciado correctamente. 

"
Información,17/11/2024 19:07:46,Microsoft-Windows-Security-SPP,16384,Ninguno,El servicio de protección de software se programó correctamente para reiniciarse a las 2025-04-16T12:20:45Z. Motivo: RulesEngine.
Información,17/11/2024 19:07:15,Microsoft-Windows-Security-SPP,16394,Ninguno,La migración de nivel inferior sin conexión se realizó correctamente.
Información,17/11/2024 19:06:09,Microsoft-Windows-Security-SPP,16384,Ninguno,El servicio de protección de software se programó correctamente para reiniciarse a las 2025-04-16T12:21:09Z. Motivo: RulesEngine.
Información,17/11/2024 19:05:31,Microsoft-Windows-Security-SPP,16394,Ninguno,La migración de nivel inferior sin conexión se realizó correctamente.
Información,17/11/2024 19:04:02,Microsoft-Windows-LoadPerf,1000,Ninguno,Se cargaron correctamente los contadores de rendimiento del servicio WmiApRpl (WmiApRpl). Los datos de registro en la sección de datos contienen los nuevos valores de los índices asignados a este servicio.
Información,17/11/2024 19:04:01,Microsoft-Windows-LoadPerf,1001,Ninguno,Se quitaron correctamente los contadores de rendimiento del servicio WmiApRpl (WmiApRpl). Los datos de registro contienen los nuevos valores de las entradas del Registro Último contador y Última ayuda del sistema.
Información,17/11/2024 18:59:21,Microsoft-Windows-RestartManager,10001,Ninguno,Finalizando sesión 0 iniciada ‎2024‎-‎11‎-‎17T17:59:12.613227200Z.
Información,17/11/2024 18:59:21,MsiInstaller,1042,Ninguno,Finalizando una transacción de Windows Installer: C:\Users\Administrador\WebPlatformInstaller_x64_en-US.msi. Id. de proceso del cliente: 2456.
Información,17/11/2024 18:59:21,MsiInstaller,1033,Ninguno,Windows Installer instaló el producto. Nombre del producto: Microsoft Web Platform Installer 5.1. Versión del producto: 5.1.51515.0. Idioma del producto: 1033. Fabricante: Microsoft Corporation. Resultado de la instalación: 0.
Información,17/11/2024 18:59:21,MsiInstaller,11707,Ninguno,Product: Microsoft Web Platform Installer 5.1 -- Installation completed successfully.
Información,17/11/2024 18:59:12,Microsoft-Windows-RestartManager,10000,Ninguno,Iniciando sesión 0 - ‎2024‎-‎11‎-‎17T17:59:12.613227200Z.
Información,17/11/2024 18:59:11,MsiInstaller,1040,Ninguno,Iniciando una transacción de Windows Installer: C:\Users\Administrador\WebPlatformInstaller_x64_en-US.msi. Id. de proceso del cliente: 2456.
Información,17/11/2024 18:58:12,Microsoft-Windows-Security-SPP,16384,Ninguno,El servicio de protección de software se programó correctamente para reiniciarse a las 2025-04-16T12:21:12Z. Motivo: RulesEngine.
Información,17/11/2024 18:57:41,Microsoft-Windows-Security-SPP,16394,Ninguno,La migración de nivel inferior sin conexión se realizó correctamente.
Advertencia,17/11/2024 18:57:32,BvSshServer,4097,Ninguno,"event
  time: 2024-11-17 18:57:32.239374 +0100
  app: BvSshServer 9.39
  type: Warning
  name: W_SYSTEM_MONITOR_HIGH_CPU_USAGE
  desc: High system-wide CPU usage detected.
  parameters
    thresholdPercent: 90
    usagePercent: 97
"
Información,17/11/2024 18:57:31,Microsoft-Windows-Security-SPP,900,Ninguno,"Se está iniciando el servicio de protección de software.
Parámetros:<explicit>"
Información,17/11/2024 18:57:28,Microsoft-Windows-MSDTC 2,4202,TM,"MSDTC se inició con la configuración siguiente: Configuración de seguridad (desactivada = 0 y activada = 1): Permitir administrador remoto = 0, Clientes de red = 0, Comunicación con el administrador de transacciones:  Permitir transacciones entrantes = 0, Permitir transacciones salientes = 0, Protocolo Internet de transacciones (TIP) = 0,  Habilitar transacciones XA = 0,  Habilitar transacciones de SNA LU 6.2 = 1,  Seguridad de las comunicaciones MSDTC = Se requiere autenticación mutua, Cuenta = NT AUTHORITY\NetworkService,  Detección de exclusión del firewall = 0 Puente de transacciones instalado = 0 Filtrar eventos duplicados = 1"
Información,17/11/2024 18:57:24,edgeupdate,0,Ninguno,Service stopped.
Información,17/11/2024 18:56:23,Soda PDF Desktop 14,0,Ninguno,La operación se completó correctamente. 
Información,17/11/2024 18:56:11,Microsoft-Windows-Security-SPP,903,Ninguno,"Se detuvo el servicio de protección de software.
"
Información,17/11/2024 18:56:11,Microsoft-Windows-Security-SPP,16384,Ninguno,El servicio de protección de software se programó correctamente para reiniciarse a las 2024-11-18T17:55:11Z. Motivo: TBL.
Información,17/11/2024 18:55:36,Microsoft-Windows-Winlogon,6000,Ninguno,El suscriptor de notificaciones winlogon <SessionEnv> no estaba disponible para controlar un evento de notificación.
Información,17/11/2024 18:55:35,Microsoft-Windows-Winlogon,6003,Ninguno,El suscriptor de notificaciones winlogon <SessionEnv> no estaba disponible para controlar un evento de notificación crítico.
Información,17/11/2024 18:55:30,Microsoft-Windows-WMI,5617,Ninguno,Los subsistemas del servicio Instrumental de administración de Windows se inicializaron correctamente
Información,17/11/2024 18:55:26,Microsoft-Windows-Security-SPP,902,Ninguno,"Se inició el servicio de protección de software.
10.0.20348.587"
Información,17/11/2024 18:55:26,Microsoft-Windows-Security-SPP,1037,Ninguno,Tiempo de licencia con límite de tiempo que queda: validity horas 258867 minutos.
Información,17/11/2024 18:55:26,Microsoft-Windows-Security-SPP,1003,Ninguno,"El servicio de protección de software completó la comprobación del estado de licencias.
Id. de aplicación=55c92734-d682-4d71-983e-d6ec3f16059f
Estado de licencias=
1: 1d02774d-66ab-4c57-8b14-e254fdce09d4, 1, 0 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)( 9 0x00000000 180 258867)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]

"
Información,17/11/2024 18:55:26,Microsoft-Windows-Security-SPP,1033,Ninguno,"Se excluyeron las directivas porque solo están definidas con el atributo de solo invalidación.
Nombres de directiva=(Security-SPP-Reserved-EnableNotificationMode) 
Id. de aplicación=55c92734-d682-4d71-983e-d6ec3f16059f
Id. de SKU=1d02774d-66ab-4c57-8b14-e254fdce09d4"
Información,17/11/2024 18:55:26,Microsoft-Windows-Security-SPP,1034,Ninguno,Se encontró una definición duplicada de la directiva. Nombre de directiva=Security-SPP-Reserved-LicenseProperties  Prioridad=100
Información,17/11/2024 18:55:25,Microsoft-Windows-Security-SPP,1066,Ninguno,"Estado de inicialización para objetos de servicio.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
"
Información,17/11/2024 18:55:25,Microsoft-Windows-Security-SPP,16394,Ninguno,La migración de nivel inferior sin conexión se realizó correctamente.
Error,17/11/2024 18:55:24,BvSshServer,4097,Ninguno,"event
  time: 2024-11-17 18:55:24.531853 +0100
  app: BvSshServer 9.39
  type: Error
  name: E_SERVICE_SOCKET_NOT_BOUND
  desc: Listening socket could not be bound.
  parameters
    listenAddress: [::]:22
    service: SSH
  result
    type: WinApi
    operation: bind() in ListeningSocket::StartListening()
    code: 10048
    message: Solo se permite un uso de cada dirección de socket (protocolo/dirección de red/puerto)
  help
    message:
      This indicates that another service on this machine may be listening on the same port. Configure either Bitvise SSH Server or the other service to listen on a different port, or deactivate or uninstall the conflicting service.
"
Error,17/11/2024 18:55:24,BvSshServer,4097,Ninguno,"event
  time: 2024-11-17 18:55:24.480705 +0100
  app: BvSshServer 9.39
  type: Error
  name: E_SERVICE_SOCKET_NOT_BOUND
  desc: Listening socket could not be bound.
  parameters
    listenAddress: 0.0.0.0:22
    service: SSH
  result
    type: WinApi
    operation: bind() in ListeningSocket::StartListening()
    code: 10048
    message: Solo se permite un uso de cada dirección de socket (protocolo/dirección de red/puerto)
  help
    message:
      This indicates that another service on this machine may be listening on the same port. Configure either Bitvise SSH Server or the other service to listen on a different port, or deactivate or uninstall the conflicting service.
"
Información,17/11/2024 18:55:23,Microsoft-Windows-Security-SPP,900,Ninguno,"Se está iniciando el servicio de protección de software.
Parámetros:TriggerStarted:6"
Información,17/11/2024 18:55:21,Microsoft-Windows-WMI,5615,Ninguno,El servicio Instrumental de administración de Windows se inició correctamente
Información,17/11/2024 18:55:21,tvnserver,257,Ninguno,Service has been started successfully
Advertencia,17/11/2024 18:55:21,EvntAgnt,3007,Ninguno,Error al abrir el archivo de registro de evento State. No se procesará el registro. El código devuelto desde OpenEventLog es 87.
Advertencia,17/11/2024 18:55:21,EvntAgnt,3007,Ninguno,Error al abrir el archivo de registro de evento Parameters. No se procesará el registro. El código devuelto desde OpenEventLog es 87.
Error,17/11/2024 18:55:19,VSS,8193,Ninguno,"Error del Servicio de instantáneas de volumen: error inesperado al llamar a la rutina RegOpenKeyExW(-2147483646,SYSTEM\CurrentControlSet\Services\VSS\Diag,...). HR = 0x80070005, Acceso denegado.
. 

Operación:
   Inicializando el escritor

Contexto:
   Id. de clase del escritor: {e8132975-6f93-4464-a53e-1050253ae220}
   Nombre del escritor: System Writer
   Id. de instancia del escritor: {642ec59a-b70a-41ab-96cd-66b8dca91e2c}"
Información,17/11/2024 18:55:15,Microsoft-Windows-User Profiles Service,1531,Ninguno,"El Servicio de perfiles de usuario se ha iniciado correctamente. 

"
Información,17/11/2024 18:51:40,Microsoft-Windows-User Profiles Service,1532,Ninguno,"El Servicio de perfiles de usuario se ha detenido. 

"
Información,17/11/2024 18:51:39,Microsoft-Windows-MSDTC,4111,SVC,Deteniendo el servicio MS DTC.
Información,17/11/2024 18:51:16,Microsoft-Windows-Winlogon,6000,Ninguno,El suscriptor de notificaciones winlogon <SessionEnv> no estaba disponible para controlar un evento de notificación.
Información,17/11/2024 18:51:16,Microsoft-Windows-Winlogon,6000,Ninguno,El suscriptor de notificaciones winlogon <WSearch> no estaba disponible para controlar un evento de notificación.
Información,17/11/2024 18:50:52,VSS,8224,Ninguno,El servicio VSS se está cerrando por un tiempo de espera inactivo. 
Información,17/11/2024 18:50:40,MsiInstaller,1005,Ninguno,"Windows Installer inició un reinicio del sistema para completar o continuar la configuración de ""Nextcloud""."
Información,17/11/2024 18:50:40,MsiInstaller,1038,Ninguno,Windows Installer requiere un reinicio del sistema. Nombre del producto: Nextcloud. Versión del producto: 3.14.3.20241031. Idioma del producto: 1033. Fabricante: Nextcloud GmbH. Tipo de reinicio del sistema: 1. Motivo del reinicio: 0.
Información,17/11/2024 18:50:40,MsiInstaller,1033,Ninguno,Windows Installer instaló el producto. Nombre del producto: Nextcloud. Versión del producto: 3.14.3.20241031. Idioma del producto: 1033. Fabricante: Nextcloud GmbH. Resultado de la instalación: 0.
Información,17/11/2024 18:50:40,MsiInstaller,11707,Ninguno,Product: Nextcloud -- Installation completed successfully.
Información,17/11/2024 18:50:02,Microsoft-Windows-RestartManager,10001,Ninguno,Finalizando sesión 0 iniciada ‎2024‎-‎11‎-‎17T17:48:11.784094200Z.
Información,17/11/2024 18:50:02,MsiInstaller,1042,Ninguno,Finalizando una transacción de Windows Installer: C:\Users\Administrador\Downloads\Nextcloud-3.14.3-x64.msi. Id. de proceso del cliente: 4680.
Información,17/11/2024 18:50:02,MsiInstaller,1038,Ninguno,Windows Installer requiere un reinicio del sistema. Nombre del producto: Nextcloud. Versión del producto: 3.14.3.20241031. Idioma del producto: 1033. Fabricante: Nextcloud GmbH. Tipo de reinicio del sistema: 1. Motivo del reinicio: 2.
Información,17/11/2024 18:48:11,Microsoft-Windows-RestartManager,10000,Ninguno,Iniciando sesión 0 - ‎2024‎-‎11‎-‎17T17:48:11.784094200Z.
Información,17/11/2024 18:48:09,MsiInstaller,1033,Ninguno,Windows Installer instaló el producto. Nombre del producto: MySQL Server 9.1. Versión del producto: 9.1.0. Idioma del producto: 1033. Fabricante: Oracle Corporation. Resultado de la instalación: 1603.
Información,17/11/2024 18:48:09,MsiInstaller,11708,Ninguno,Product: MySQL Server 9.1 -- Installation failed.
Error,17/11/2024 18:48:08,MsiInstaller,10005,Ninguno,Product: MySQL Server 9.1 -- This application requires Visual Studio 2019 x64 Redistributable. Please install the Redistributable then run this installer again.
Información,17/11/2024 18:48:03,MsiInstaller,1040,Ninguno,Iniciando una transacción de Windows Installer: C:\Users\Administrador\Downloads\Nextcloud-3.14.3-x64.msi. Id. de proceso del cliente: 4680.
Información,17/11/2024 18:47:13,Microsoft-Windows-Search-ProfileNotify,5,Ninguno,"El servicio Windows Search creó una configuración predeterminada para el nuevo usuario 'IIS APPPOOL\.NET v4.5' .
"
Información,17/11/2024 18:46:59,Microsoft-Windows-Search-ProfileNotify,5,Ninguno,"El servicio Windows Search creó una configuración predeterminada para el nuevo usuario 'IIS APPPOOL\.NET v4.5 Classic' .
"
Información,17/11/2024 18:39:39,Microsoft-Windows-RestartManager,10000,Ninguno,Iniciando sesión 1 - ‎2024‎-‎11‎-‎17T17:39:39.708396300Z.
Información,17/11/2024 18:39:39,Microsoft-Windows-RestartManager,10000,Ninguno,Iniciando sesión 1 - ‎2024‎-‎11‎-‎17T17:39:39.443738000Z.
Información,17/11/2024 18:38:23,Microsoft-Windows-Security-SPP,16384,Ninguno,El servicio de protección de software se programó correctamente para reiniciarse a las 2025-04-16T12:21:23Z. Motivo: RulesEngine.
Información,17/11/2024 18:37:52,Microsoft-Windows-Security-SPP,16394,Ninguno,La migración de nivel inferior sin conexión se realizó correctamente.
Información,17/11/2024 18:36:42,Microsoft-Windows-CAPI2,4097,Ninguno,"Actualización automática correcta del certificado raíz de terceros: sujeto: <OU=Go Daddy Class 2 Certification Authority, O=""The Go Daddy Group, Inc."", C=US>, huella digital Sha1: <2796BAE63F1801E277261BA0D77770028F20EEE4>."
Información,17/11/2024 18:30:38,Microsoft-Windows-CAPI2,4097,Ninguno,"Actualización automática correcta del certificado raíz de terceros: sujeto: <CN=AAA Certificate Services, O=Comodo CA Limited, L=Salford, S=Greater Manchester, C=GB>, huella digital Sha1: <D1EB23A46D17D68FD92564C2F1F1601764D8E349>."
